author,quote
quran quran,"Surely Allah is He with Whom is the knowledge of the hour, and He sends down the rain and He knows what is in the wombs; and no one knows what he shall earn on the morrow; and no one knows in what land he shall die; surely Allah is Knowing, Aware."
quran quran,Nay! those who are unjust follow their low desires without any knowledge; so who can guide him whom Allah makes err? And they shall have no helpers.
quran quran,"And those who were given the knowledge said: Woe to you! Allah's reward is better for him who believes and does good, and none is made to receive this except the patient."
quran quran,"Until when they come, He will say: Did you reject My communications while you had no comprehensive knowledge of them? Or what was it that you did? / And the word shall come to pass against them because they were unjust, so they shall not speak."
quran quran,"And they say: When shall this threat be (executed) if you are truthful? / Say: The knowledge (thereof is only with Allah and I am only a plain warner.= / But when they shall see it nigh, the faces of those who disbelieve shall be sorry, and it shall be said; This is that which you used to call for."
quran quran,"They ask you about the hour, when will be its taking place? Say: The knowledge of it is only with my Lord; none but He shall manifest it at its time; it will be momentous in the heavens and the earth; it will not come on you but of a sudden. They ask you as if you were solicitous about it. Say: Its knowledge is only with Allah, but most people do not know."
quran quran,"But whoever disputes with you in this matter after what has come to you of knowledge, then say: Come let us call our sons and your sons and our women and your women and our near people and your near people, then let us be earnest in prayer, and pray"
quran quran,"But the firm in knowledge among them and the believers believe in what has been revealed to you and what was revealed before you, and those who keep up prayers and those who give the poor-rate and the believers in Allah and the last day, these it is"
quran quran,"So when they have reached their prescribed time, then retain them with kindness or separate them with kindness, and call to witness two men of justice from among you, and give upright testimony for Allah. With that is admonished he who believes in Allah and the latter day; and whoever is careful of (his duty to) Allah, He will make for him an outlet, / And give him sustenance from whence he thinks not; and whoever trusts in Allah, He is sufficient for him; surely Allah attains His purpose; Allah indeed has appointed a measure for everything."
quran quran,"So the punishment overtook them in justice, and We made them as rubbish; so away with the unjust people."
quran quran,"And every nation had an apostle; so when their apostle came, the matter was decided between them with justice and they shall not be dealt with unjustly."
quran quran,"And you have it not in your power to do justice between wives, even though you may wish (it), but be not disinclined (from one) with total disinclination, so that you leave her as it were in suspense; and if you effect a reconciliation and guard (against evil), then surely Allah is Forgiving, Merciful."
quran quran,"And if you are upon a journey and you do not find a scribe, then (there may be) a security taken into possession; but if one of you trusts another, then he who is trusted should deliver his trust, and let him be careful (of his duty to) Allah, his Lord; and do not conceal testimony, and whoever conceals it, his heart is surely sinful; and Allah knows what you do."
quran quran,"Had it been a near advantage and a short journey, they would certainly have followed you, but the tedious journey was too long for them; and they swear by Allah: If we had been able, we would certainly have gone forth with you; they cause their own souls to perish, and Allah knows that they are most surely / Allah pardon you! Why did you give them leave until those who spoke the truth had become manifest to you and you had known the liars? / They do not ask leave of you who believe in Allah and the latter day (to stay away) from striving hard with their property and their persons, and Allah knows those who guard (against evil)."
quran quran,"Nay, their hearts are in overwhelming ignorance with respect to it and they have besides this other deeds which they do."
quran quran,"Therefore leave them in their overwhelming ignorance till / Do they think that by what We aid them with of wealth and children, / We are hastening to them of good things? Nay, they do not perceive."
quran quran,"The dwellers of the desert are very hard in unbelief and hypocrisy, and more disposed not to know the limits of what Allah has revealed to His Apostle; and Allah is Knowing, Wise."
quran quran,"And they fall down on their faces weeping, and it adds to their humility."
quran quran,And (He made) horses and mules and asses that you might ride upon them and as an ornament; and He creates what you do not know.
quran quran,"Whoever desires honor, then to Allah belongs the honor wholly. To Him do ascend the good words; and the good deeds, lift them up, and (as for) those who plan evil deeds, they shall have a severe chastisement; and (as for) their plan, it shall perish."
quran quran,"Nay! but you do not honor the orphan, / Nor do you urge one another to feed the poor, / And you eat away the heritage, devouring (everything) indiscriminately, / And you love wealth with exceeding love."
quran quran,"Or you should cause the heaven to come down upon us in pieces as you think, or bring Allah and the angels face to face (with us)."
quran quran,And certainly We have made strongholds in the heaven and We have made it fair seeming to the beholders.
quran quran,"And even if We open to them a gateway of heaven, so that they ascend into it all the while, / They would certainly say: Only our eyes.have been covered over, rather we are an enchanted people."
quran quran,And We have made the heaven a guarded canopy and (yet) they turn aside from its signs.
quran quran,"And when they said: O Allah! if this is the truth from Thee, then rain upon us stones from heaven or inflict on us a painful punishment."
quran quran,"Surely (as for) those who reject Our communications and turn away from them haughtily, the doors of heaven shall not be opened for them, nor shall they enter the garden until the camel pass through the eye of the needle; and thus do We reward the guilty."
quran quran,"The followers of the Book ask you to bring down to them a book from heaven; so indeed they demanded of Musa a greater thing than that, for they said: Show us Allah manifestly; so the lightning overtook them on account of their injustice. Then they took the calf (for a god), after clear signs had come to them, but We pardoned this; and We gave to Musa clear authority."
quran quran,"And the heaven, We raised it high with power, and most surely We are the makers of things ample."
quran quran,"If We please, We should send down upon them a sign from the heaven so that their necks should stoop to it."
quran quran,"So He ordained them seven heavens in two periods, and revealed in every heaven its affair; and We adorned the lower heaven with brilliant stars and (made it) to guard; that is the decree of the Mighty, the Knowing."
quran quran,"Then He directed Himself to the heaven and it is a vapor, so He said to it and to the earth: Come both, willingly or unwillingly. They both said: We come willingly."
quran quran,"He it is Who shows you His signs and sends down for you sustenance from heaven, and none minds but he who turns (to Him) again and again."
quran quran,"Will they not then consider the camels, how they are created? / And the heaven, how it is reared aloft, / And the mountains, how they are firmly fixed, / And the earth, how it is made a vast expanse? / Therefore do remind, for you are only a reminder."
quran quran,"When the heaven becomes cleft asunder, / And when the stars become dispersed, / And when the seas are made to flow forth, / And when the graves are laid open, / Every soul shall know what it has sent before and held back."
quran quran,Are you the harder to create or the heaven? He made it.
quran quran,"Do they not then look up to heaven above them how We have made it and adorned it and it has no gaps? / And the earth, We have made it plain and cast in it mountains and We have made to grow therein of all beautiful kinds, / To give sight and as a reminder to every servant who turns frequently (to Allah)."
quran quran,The ink of the scholar and the blood of a martyr are of equal value in heaven.
quran quran,"Surely those who disbelieve shall be cried out to: Certainly Allah's hatred (of you) when you were called upon to the faith and you rejected, is much greater than your hatred of yourselves."
quran quran,And they ascribe to Allah what they (themselves) hate and their tongues relate the lie that they shall have the good; there is no avoiding it that for them is the fire and that they shall be sent before.
quran quran,That is because they say to those who hate what Allah has revealed: We will obey you in some of the affairs; and Allah knows their secrets.
quran quran,"And if their turning away is hard on you, then if you can seek an opening (to go down) into the earth or a ladder (to ascend up) to heaven so that you should bring them a sign and if Allah had pleased He would certainly have gathered them all on guidance, therefore be not of the ignorant."
quran quran,So We responded to him and delivered him from the grief and thus do We deliver the believers.
quran quran,"Then his wife came up in great grief, and she struck her face and said: An old barren woman! / They said: Thus says your Lord: Surely He is the Wise, the Knowing."
quran quran,"And when the caravan had departed, their father said: Most surely I perceive the greatness of Yusuf, unless you pronounce me to be weak in judgment."
quran quran,"And We have enjoined on man goodness to his parents, and if they contend with you that you should associate (others) with Me, of which you have no knowledge, do not obey them, to Me is your return, so I will inform you of what you did."
quran quran,Or have they a god other than Allah? Glory be to Allah from what they set up (with Him).
quran quran,"Glory be to Him Who made His servant to go on a night from the Sacred Mosque to the remote mosque of which We have blessed the precincts, so that We may show to him some of Our signs; surely He is the Hearing, the Seeing."
quran quran,"And let not those of you who possess grace and abundance swear against giving to the near of kin and the poor and those who have fled in Allah's way, and they should pardon and turn away. Do you not love that Allah should forgive you? And Allah is Forgiving, Merciful."
quran quran,"Here is protection only Allah's, the True One; He is best in (the giving of) reward and best in requiting."
quran quran,What! do you make (one who undertakes) the giving of drink to the pilgrims and the guarding of the Sacred Mosque like him who believes in Allah and the latter day and strives hard in Allah's way? They are not equal with Allah; and Allah does not guide the unjust people.
quran quran,"And let not those deem, who are niggardly in giving away that which Allah has granted them out of His grace, that it is good for them; nay, it is worse for them; they shall have that whereof they were niggardly made to cleave to their necks on the resurrection day; and Allah's is the heritage of the heavens and the earth; and Allah is aware of what you do."
quran quran,"Surely they feared not the account, / And called Our communications a lie, giving the lie (to the truth)."
quran quran,"And those who accuse free women then do not bring four witnesses, flog them, (giving) eighty stripes, and do not admit any evidence from them ever; and these it is that are the transgressors, / Except those who repent after this and act aright, for surely Allah is Forgiving, Merciful."
quran quran,"Surely Allah enjoins the doing of justice and the doing of good (to others) and the giving to the kindred, and He forbids indecency and evil and rebellion; He admonishes you that you may be mindful."
quran quran,"And Ibrahim asking forgiveness for his sire was only owing to a promise which he had made to him; but when it became clear to him that he was an enemy of Allah, he declared himself to be clear of him; most surely Ibrahim was very tender-hearted forbearing."
quran quran,"It is not (fit) for the Prophet and those who believe that they should ask forgiveness for the polytheists, even though they should be near relatives, after it has become clear to them that they are inmates of the flaming fire."
quran quran,"Ask forgiveness for them or do not ask forgiveness for them; even if you ask forgiveness for them seventy times, Allah will not forgive them; this is because they disbelieve in Allah and His Apostle, and Allah does not guide the transgressing people."
quran quran,"Will they not then turn to Allah and ask His forgiveness? And Allah is Forgiving, Merciful."
quran quran,Allah has promised to those who believe and do good deeds (that) they shall have forgiveness and a mighty reward.
quran quran,Take to forgiveness and enjoin good and turn aside from the ignorant.
quran quran,"Then hasten on from the Place from which the people hasten on and ask the forgiveness of Allah; surely Allah is Forgiving, Merciful."
quran quran,"And if you are slain in the way of Allah or you die, certainly forgiveness from Allah and mercy is better than what they amass."
quran quran,"And those who when they commit an indecency or do injustice to their souls remember Allah and ask forgiveness for their faults-- and who forgives the faults but Allah, and (who) do not knowingly persist in what they have done."
quran quran,"And hasten to forgiveness from your Lord; and a Garden, the extensiveness of which is (as) the heavens and the earth, it is prepared for those who guard (against evil)."
quran quran,And in the morning they asked forgiveness.
quran quran,"And prepare against them what force you can and horses tied at the frontier, to frighten thereby the enemy of Allah and your enemy and others besides them, whom you do not know (but) Allah knows them; and whatever thing you will spend in Allah's way, it will be paid back to you fully and you shall not be dealt with unjustly."
quran quran,"And remember when you were few, deemed weak in the land, fearing lest people might carry you off by force, but He sheltered you and strengthened you with His aid and gave you of the good things that you may give thanks."
quran quran,"And when We said: Enter this city, then eat from it a plenteous (food) wherever you wish, and enter the gate making obeisance, and say, forgiveness. We will forgive you your wrongs and give more to those who do good (to others)."
quran quran,"And We said: O Adam! Dwell you and your wife in the garden and eat from it a plenteous (food) wherever you wish and do not approach this tree, for then you will be of the unjust."
quran quran,"They shall have no food but of thorns, / Which will neither fatten nor avail against hunger."
quran quran,"Then let man look to his food, / That We pour down the water, pouring (it) down in abundance, / Then We cleave the earth, cleaving (it) asunder, / Then We cause to grow therein the grain, / And grapes and clover, / And the olive and the palm, / And thick gardens, / And fruits and herbage / A provision for you and for your cattle."
quran quran,"Therefore he has not here today a true friend, / Nor any food except refuse, / Which none but the wrongdoers eat."
quran quran,"A likeness of the garden which the righteous are promised; there now beneath it rivers, its food and shades are perpetual; this is the requital of those who guarded (against evil), and the requital of the unbelievers is the fire."
quran quran,"And, O my people! how is it that I call you to salvation and you call me to the fire? / You call on me that I should disbelieve in Allah and associate with Him that of which I have no knowledge, and I call you to the Mighty, the most Forgiving; / No doubt that what you call me to has no title to be called to in this world, nor in the hereafter, and that our turning back is to Allah, and that the extravagant are the inmates of the fire; / So you shall remember what I say to you, and I entrust my affair to Allah, Surely Allah sees the servants."
quran quran,"Therefore I warn you of the fire that flames: / None shall enter it but the most unhappy, / Who gives the lie (to the truth) and turns (his) back."
quran quran,"He who fears will mind, / And the most unfortunate one will avoid it, / Who shall enter the great fire; / Then therein he shall neither live nor die."
quran quran,"Most surely the righteous are in bliss, / And most surely the wicked are in burning fire, / They shall enter it on the day of judgment."
quran quran,"By no means! Surely it is a flaming fire / Dragging by the head, / It shall claim him who turned and fled (from truth), / And amasses (wealth) then shuts it up."
quran quran,"Lay hold on him, then put a chain on him, / Then cast him into the burning fire, / Then thrust him into a chain the length of which is seventy cubits."
quran quran,"Surely with Us are heavy fetters and a flaming fire, / And food that chokes and a painful punishment, / On the day when the earth and the mountains shall quake and the mountains shall become (as) heaps of sand let loose."
quran quran,"Because of their wrongs they were drowned, then made to enter fire, so they did not find any helpers besides Allah."
quran quran,"And the jinn We created before, of intensely hot fire."
quran quran,"And whoever disobeys Allah and His Apostle and goes beyond His limits, He will cause him to enter fire to abide in it, and he shall have an abasing chastisement."
quran quran,"So they shall acknowledge their sins, but far will be (forgiveness) from the inmates of the burning fire."
quran quran,"Indeed there was a sign for you in the two hosts (which) met together in encounter; one party fighting in the way of Allah and the other unbelieving, whom they saw twice as.many as themselves with the sight of the eye and Allah strengthens with His aid whom He pleases; most surely there is a lesson in this for those who have sight."
quran quran,"Fighting is enjoined on you, and h is an object of dislike to you; and it may be that you dislike a thing while it is good for you, and it may be that you love a thing while it is evil for you, and Allah knows, while you do not know."
quran quran,"When those who disbelieved harbored in their hearts (feelings of) disdain, the disdain of (the days of) ignorance, but Allah sent down His tranquillity on His Apostle and on the believers, and made them keep the word of guarding (against evil), and they were entitled to it and worthy of it; and Allah is Cognizant of all things."
quran quran,Most surely there is in this a lesson to him who fears.
quran quran,"This is more proper in order that they should give testimony truly or fear that other oaths be given after their oaths; and be careful of (your duty to) Allah, and hear; and Allah does not guide the transgressing people."
quran quran,He it is Who shows you the lightning causing fear and hope and (Who) brings up the heavy cloud.
quran quran,"And whoever does good works and he is a believer, he shall have no fear of injustice nor of the withholding of his due."
quran quran,So Musa conceived in his mind a fear.
quran quran,"The hypocrites fear lest a chapter should be sent down to them telling them plainly of what is in their hearts. Say: Go on mocking, surely Allah will bring forth what you fear."
quran quran,Now surely the friends of Allah-- they shall have no fear nor shall they grieve.
quran quran,"And if you fear a breach between the two, then appoint judge from his people and a judge from her people; if they both desire agreement, Allah will effect harmony between them, surely Allah is Knowing, Aware."
quran quran,"And let those fear who, should they leave behind them weakly offspring, would fear on their account, so let them be careful of (their duty to) Allah, and let them speak right words."
quran quran,And We left therein a sign for those who fear the painful punishment.
quran quran,Say to those who believe (that) they forgive those who do not fear the days of Allah that He may reward a people for what they earn.
quran quran,"They shall have coverings of fire above them and coverings beneath them; with that Allah makes His servants to fear, so be careful of (your duty to) Me, O My servants! / And (as for) those who keep off from the worship of the idols and turn to Allah, they shall have good news, therefore give good news to My servants, / Those who listen to the word, then follow the best of it; those are they whom Allah has guided, and those it is who are the men of understanding."
quran quran,You are only a warner to him who would fear it.
quran quran,"What is the matter with you that you fear not the greatness of Allah? / And indeed He has created you through various grades: / Do you not see how Allah has created the seven heavens ,~ one above another, / And made the moon therein a light, and made the sun a lamp? / And Allah has made you grow out of the earth as a growth: / Then He returns you to it, then will He bring you forth a (new) bringing forth: / And Allah has made for you the earth a wide expanse, / That you may go along therein in wide paths."
quran quran,Fear God and he will give you knowledge
quran quran,"They have no knowledge of it, nor had their fathers; a grievous word it is that comes out of their mouths; they speak nothing but a lie."
quran quran,"Or you should say: Only our fathers associated others (with Allah) before, and we were an offspring after them: Wilt Thou then destroy us for what the vain doers did? / And thus do We make clear the communications, and that haply they might return."
quran quran,Nay! I gave them and their fathers to enjoy until there came to them the truth and an Apostle making manifest (the truth).
quran quran,"Surely they found their fathers going astray, / So in their footsteps they are being hastened on."
quran quran,"That you may warn a people whose fathers were not warned, so they are heedless."
quran quran,"Assert their relationship to their fathers; this is more equitable with Allah; but if you do not know their fathers, then they are your brethren in faith and your friends; and there is no blame on you concerning that in which you made a mistake, but (concerning) that which your hearts do purposely (blame may rest on you), and Allah is Forgiving, Merciful."
quran quran,"Nay, We gave provision to these and their fathers until life was prolonged to them. Do they not then see that We are visiting the land, curtailing it of its sides? Shall they then prevail? / Say: I warn you only by revelation; and the deaf do not hear the call whenever they are warned."
quran quran,"And they came to their father at nightfall, weeping."
quran quran,"That is because Allah is the Truth, and that what they call upon besides Him-- that is the falsehood, and because Allah is the High, the Great."
quran quran,"That He may manifest the truth of what was true and show the falsehood of what was false, though the guilty disliked."
quran quran,"And do not mix up the truth with the falsehood, nor hide the truth while you know (it)."
quran quran,"And those who are given knowledge and faith will say: Certainly you tarried according to the ordinance of Allah till the day of resurrection, so this is the day of resurrection, but you did not know."
quran quran,"Many of the followers of the Book wish that they could turn you back into unbelievers after your faith, out of envy from themselves, (even) after the truth has become manifest to them; but pardon and forgive, so that Allah should bring about His command; surely Allah has power over all things."
quran quran,"Surely those who have bought unbelief at the price of faith shall do no harm at all to Allah, and they shall have a painful chastisement."
quran quran,"And those who made their abode in the city and in the faith before them love those who have fled to them, and do not find in their hearts a need of what they are given, and prefer (them) before themselves though poverty may afflict them, and whoever is preserved from the niggardliness of his soul, these it is that are the successful ones."
quran quran,"These are they on whose hearts and their hearing and their eyes Allah has set a seal, and these are the heedless ones."
quran quran,"Do not strain your eyes after what We have given certain classes of them to enjoy, and do not grieve for them, and make yourself gentle to the believers."
quran quran,"So We revealed to him, saying: Make the ark before Our eyes and (according to) Our revelation; and when Our command is given and the valley overflows, take into it of every kind a pair, two, and your followers, except those among them against whom the word has gone forth, and do not speak to Me in respect of those who are unjust; surely they shall be drowned."
quran quran,And He it is Who made for you the ears and the eyes and the hearts; little is it that you give thanks.
quran quran,They whose eyes were under a cover from My reminder and they could not even hear.
quran quran,"And when He showed them to you, when you met, as few in your eyes and He made you to appear little in their eyes, in order that Allah might bring about a matter which was to be done, and to Allah are all affairs returned."
quran quran,"Have they feet with which they walk, or have they hands with which they hold, or have they eyes with which they see, or have they ears with which they hear? Say: Call your associates, then make a struggle (to prevail) against me and give me no respite."
quran quran,"Allah has set a seal upon their hearts and upon their hearing and there is a covering over their eyes, and there is a great punishment for them."
quran quran,"And certainly they endeavored to turn him from his guests, but We blinded their eyes; so taste My chastisement and My warning."
quran quran,"And We bore him on that which was made of planks and nails / Sailing, before Our eyes, a reward for him who was denied."
quran quran,"And with them shall be those who restrain the eyes, having beautiful eyes; / As if they were eggs carefully protected."
quran quran,"And if We please We would certainly put out their eyes, then they would run about groping for the way, but how should they see? / And if We please We would surely transform them in their place, then they would not be able to go on, nor will they return."
quran quran,So no soul knows what is hidden for them of that which will refresh the eyes; a reward for what they did.
quran quran,"When they came upon you from above you and from below you, and when the eyes turned dull, and the hearts rose up to the throats, and you began to think diverse thoughts of Allah."
quran quran,"And you did not veil yourselves lest your ears and your eyes and your skins should bear witness against you, but you thought that Allah did not know most of what you did."
quran quran,"Does he think that no one sees him? / Have We not given him two eyes, / And a tongue and two lips, / And pointed out to him the two conspicuous ways? / But he would not attempt the uphill road, / And what will make you comprehend what the uphill road is? / (It is) the setting free of a slave, / Or the giving of food in a day of hunger / To an orphan, having relationship, / Or to the poor man lying in the dust."
quran quran,"And he turned away from them, and said: O my sorrow for Yusuf! and his eyes became white on account of the grief, and he was a repressor (of grief)."
quran quran,"He created man, / Taught him the mode of expression."
quran quran,"Therefore if you overtake them in fighting, then scatter by (making an example of) them those who are in their rear, that they may be mindful."
quran quran,"So We made them an example to those who witnessed it and those who came after it, and an admonition to those who guard (against evil)."
quran quran,"Allah sets forth an example: There is a slave in whom are (several) partners differing with one another, and there is another slave wholly owned by one man. Are the two alike in condition? (All) praise is due to Allah. Nay! most of them do not know."
quran quran,"And set out to them an example of the people of the town, when the messengers came to it."
quran quran,He calls upon him whose harm is nearer than his profit; evil certainly is the guardian and evil certainly is the associate.
quran quran,"And (as for) those who have earned evil, the punishment of an evil is the like of it, and abasement shall come upon them-- they shall have none to protect them from Allah-- as if their faces had been covered with slices of the dense darkness of night; these are the inmates of the fire; in it they shall abide."
quran quran,"Evil is that for which they have sold their souls-- that they should deny what Allah has revealed, out of envy that Allah should send down of His grace on whomsoever of His servants He pleases; so they have made themselves deserving of wrath upon wrath, and there is a disgraceful punishment for the unbelievers."
quran quran,"And when We bestow favor on man, he turns aside and behaves proudly, and when evil afflicts him, he is despairing."
quran quran,And go not nigh to fornication; surely it is an indecency and an evil way.
quran quran,"And man prays for evil as he ought to pray for good, and man is ever hasty."
quran quran,"If you do good, you will do good for your own souls, and if you do evil, it shall be for them. So when the second promise came (We raised another people) that they may bring you to grief and that they may enter the mosque as they entered it the first time, and that they might destroy whatever they gained ascendancy over with utter destruction."
quran quran,Surely Allah is with those who guard (against evil) and those who do good (to others).
quran quran,"Yea, whoever fulfills his promise and guards (against evil)-- then surely Allah loves those who guard (against evil)."
quran quran,"For those who do not believe in the hereafter is an evil attribute, and Allah's is the loftiest attribute; and He is the Mighty, the Wise."
quran quran,"Know that Allah is severe in requiting (evil) and that Allah is Forgiving, Merciful."
quran quran,"You will see many of them befriending those who disbelieve; certainly evil is that which their souls have sent before for them, that Allah became displeased with them and in chastisement shall they abide."
quran quran,They used not to forbid each other the hateful things (which) they did; certainly evil was that which they did.
quran quran,"Surely those who guard (against evil) shall be in the midst of gardens and fountains: / Enter them in peace, secure."
quran quran,And the parable of an evil word is as an evil tree pulled up from the earth's surface; it has no stability.
quran quran,"There does not reach Allah their flesh nor their blood, but to Him is acceptable the guarding (against evil) on your part; thus has He made them subservient to you, that you may magnify Allah because He has guided you aright; and give good news to those who do good (to others)."
quran quran,Repel evil by what is best; We know best what they describe.
quran quran,"Surely those who accuse chaste believing women, unaware (of the evil), are cursed in this world and the hereafter, and they shall have a grievous chastisement."
quran quran,"And We helped him against the people who rejected Our communications; surely they were an evil people, so We drowned them all."
quran quran,"And We will deliver those who guarded (against evil), and We will leave the unjust therein on their knees."
quran quran,This is the garden which We cause those of Our servants to inherit who guard (against evil).
quran quran,"The hypocritical men and the hypocritical women are all alike; they enjoin evil and forbid good and withhold their hands; they have forsaken Allah, so He has forsaken them; surely the hypocrites are the transgressors."
quran quran,"They have taken a small price for the communications of Allah, so they turn away from His way; surely evil is it that they do."
quran quran,Evil is the likeness of the people who reject Our communications and are unjust to their own souls.
quran quran,"Then there came after them an evil posterity who inherited the Book, taking only the frail good of this low life and saying: It will be forgiven us. And if the like good came to them, they would take it (too). Was not a promise taken from them in the Book that they would not speak anything about Allah but the truth, and they have read what is in it; and the abode of the hereafter is better for those who guard (against evil). Do you not then understand? / And (as for) those who hold fast by the Book and keep up prayer, surely We do not waste the reward of the right doers."
quran quran,"So when they neglected what they had been reminded of, We delivered those who forbade evil and We overtook those who were unjust with an evil chastisement because they transgressed."
quran quran,"But when good befell them they said: This is due to us; and when evil afflicted them, they attributed it to the ill-luck of Musa and those with him; surely their evil fortune is only from Allah but most of them do not know."
quran quran,"And if the people of the towns had believed and guarded (against evil) We would certainly have opened up for them blessings from the heaven and the earth, but they rejected, so We overtook them for what they had earned."
quran quran,Then We gave them good in the place of evil until they became many and said: Distress and happiness did indeed befall our fathers. Then We took them by surprise while they did not perceive.
quran quran,And certainly the reward of the hereafter is much better for those who believe and guard (against evil).
quran quran,"And his people came to him, (as if) rushed on towards him, and already they did evil deeds. He said: O my people! these are my daughters-- they are purer for you, so guard against (the punishment of) Allah and do not disgrace me with regard to my guests; is there not among you one right-minded man? / They said: Certainly you know that we have no claim on your daughters, and most surely you know what we desire."
quran quran,Those who believe and guarded (against evil): / They shall have good news in this world's life and in the hereafter; there is no changing the words of Allah; that is the mighty achievement.
quran quran,"Say to those who disbelieve: You shall be vanquished, and driven together to hell; and evil is the resting-place."
quran quran,"And make not Allah because of your swearing (by Him) an obstacle to your doing good and guarding (against evil) and making peace between men, and Allah is Hearing, Knowing."
quran quran,"He only enjoins you evil and indecency, and that you may speak against Allah what you do not know."
quran quran,"On no account will Allah leave the believers in the condition which you are in until He separates the evil from the good; nor is Allah going to make you acquainted with the unseen, but Allah chooses of His apostles whom He pleases; therefore believe in Allah and His apostles; and if you believe and guard (against evil), then you shall have a great reward."
quran quran,"If good befalls you, it grieves them, and if an evil afflicts you, they rejoice at it; and if you are patient and guard yourselves, their scheme will not injure you in any way; surely Allah comprehends what they do."
quran quran,"And whatever good they do, they shall not be denied it, and Allah knows those who guard (against evil)."
quran quran,"They shall by no means harm you but with a slight evil; and if they fight with you they shall turn (their) backs to you, then shall they not be helped."
quran quran,"If you do good openly or do it in secret or pardon an evil then surely Allah is Pardoning, Powerful."
quran quran,"Like those before them shortly; they tasted the evil result of their affair, and they shall have a painful punishment."
quran quran,Allah has prepared for them a severe punishment; surely what they do is evil.
quran quran,"O you who believe! if an evil-doer comes to you with a report, look carefully into it, lest you harm a people in ignorance, then be sorry for what you have done."
quran quran,Surely those who lower their voices before Allah's Apostle are they whose hearts Allah has proved for guarding (against evil); they shall have forgiveness and a great reward.
quran quran,"These are they from whom We accept the best of what they have done and pass over their evil deeds, among the dwellers of the garden; the promise of truth which they were promised."
quran quran,"Surely We will remove the punishment a little, (but) you will surely return (to evil)."
quran quran,"Repentance with Allah is only for those who do evil in ignorance, then turn (to Allah) soon, so these it is to whom Allah turns (mercifully), and Allah is ever Knowing, Wise."
quran quran,"And He it is Who accepts repentance from His servants and pardons the evil deeds and He knows what you do; / And He answers those who believe and do good deeds, and gives them more out of His grace; and (as for) the unbelievers, they shall have a severe punishment."
quran quran,"Man is never tired of praying for good, and if evil touch him, then he is despairing, hopeless."
quran quran,"This is a reminder; and most surely there is an excellent resort for those who guard (against evil), / The gardens of perpetuity, the doors are opened for them."
quran quran,"What! would they then hasten on Our chastisement? / But when it shall descend in their court, evil shall then be the morning of the warned ones."
quran quran,"O you who believe! be not like those who spoke evil things of Musa, but Allah cleared him of what they said, and he was worthy of regard with Allah."
quran quran,"And those who speak evil things of the believing men and the believing women without their having earned (it), they are guilty indeed of a false accusation and a manifest sin."
quran quran,"Surely (as for) those who speak evil things of Allah and His Apostle, Allah has cursed them in this world and the here after, and He has prepared for them a chastisement bringing disgrace."
quran quran,"Then evil was the end of those who did evil, because they | rejected the communications of Allah and used to mock them."
quran quran,"And (as for) those who believe and do good, We will most certainly do away with their evil deeds and We will most certainly reward them the best of what they did."
quran quran,"And We rained on them a rain, and evil was the rain of those who had been warned."
quran quran,"These are they who shall have an evil punishment, and in the hereafter they shall be the greatest losers."
quran quran,And certainly they have (often) passed by the town on which was rained an evil rain; did they not then see it? Nay! they did not hope to be raised again.
quran quran,"So it tasted the evil result of its conduct, and the end of its affair was perdition."
quran quran,"Has there not come to you the story of those who disbelieved before, then tasted the evil result of their conduct, and they had a painful punishment? / That is because there came to them their apostles with clear arguments, but they said: Shall mortals guide us? So they disbelieved and turned back, and Allah does not stand in need (of anything), and Allah is Self-sufficient, Praised."
quran quran,And We delivered those who believed and guarded (against evil).
quran quran,"Then as for him who gives away and guards (against evil), / And accepts the best, / We will facilitate for him the easy end."
quran quran,"Surely man is created of a hasty temperament / Being greatly grieved when evil afflicts him / And niggardly when good befalls him / Except those who pray, / Those who are constant at their prayer / And those in whose wealth there is a fixed portion."
quran quran,He hides himself from the people because of the evil of that which is announced to him. Shall he keep it with disgrace or bury it (alive) in the dust? Now surely evil is what they judge.
quran quran,"O my son! keep up prayer and enjoin the good and forbid the evil, and bear patiently that which befalls you; surely these acts require courage. (Lugman 31.17)"
quran quran,"But there came after them an evil generation, who neglected prayers and followed and sensual desires, so they win meet perdition. (Marium 19.59)"
quran quran,"And if you fear treachery on the part of a people, then throw back to them on terms of equality; surely Allah does not love the treacherous."
quran quran,"And Allah best knows your enemies; and Allah suffices as a Guardian, and Allah suffices as a Helper."
quran quran,"It may be that Allah will bring about friendship between you and those whom you hold to be your enemies among them; and Allah is Powerful; and Allah is Forgiving, Merciful."
quran quran,"If they find you, they will be your enemies, and will stretch forth towards you their hands and their tongues with evil, and they ardently desire that you may disbelieve."
quran quran,That is the reward of the enemies of Allah-- the fire; for them therein shall be the house of long abiding; a reward for their denying Our communications.
quran quran,"The heavens and the earth and all that is between them, do you think they were created in jest?"
quran quran,"And eat of the lawful and good (things) that Allah has given you, and be careful of (your duty to) Allah, in Whom you believe."
quran quran,"O you who believe! Be careful of (your duty to) Allah and relinquish what remains (due) from usury, if you are believers."
quran quran,And for the divorced women (too) provision (must be made) according to usage; (this is) a duty on those who guard (against evil).
quran quran,"And Allah did certainly assist you at Badr when you were weak; be careful of (your duty to) Allah then, that you may give thanks."
quran quran,"The believers are but brethren, therefore make peace between your brethren and be careful of (your duty to) Allah that mercy may be had on you."
