author,quote,no_stopwords,lemmatized,stemmed
Granth Sahib,"They do not recognize the ultimate reality, that we all must go; they continue to cultivate the poisons of sexual desire and anger.",recognize ultimate reality must go continue cultivate poisons sexual desire anger,recognize ultimate reality must go continue cultivate poison sexual desire anger,recogn ultim realiti must go continu cultiv poison sexual desir anger
Granth Sahib,"True is my place, and True is my seat; I have made Truth my life's purpose",True place True seat made Truth life purpose,True place True seat make Truth life purpose,true place true seat make truth life purpos
Granth Sahib,"Why should the created beings feel pride in their minds? The Gift is in the Hands of the Great Giver. As it pleases Him, He may give, or not give. What can be done by the order of the created beings?",created beings feel pride minds Gift Hands Great Giver pleases may give give done order created beings,create be feel pride mind Gift Hands Great Giver please may give give do order create be,creat be feel pride mind gift hand great giver pleas may give give do order creat be
Granth Sahib,"I beg of all the Saints, please, give me the merchandise. I offer my prayers - I have forsaken my pride. I am a sacrifice, hundreds of thousands of times a sacrifice, and I pray, please, give me the dust of the feet of the Saints.",beg Saints please give merchandise offer prayers forsaken pride sacrifice hundreds thousands times sacrifice pray please give dust feet Saints,beg Saints please give merchandise offer prayer forsake pride sacrifice hundred thousand time sacrifice pray please give dust foot Saints,beg saint pleas give merchandis offer prayer forsak pride sacrific hundr thousand time sacrific pray pleas give dust foot saint
Granth Sahib,"Prays Nanak, please hear my prayer, You are the pool, and You are the soul-swan. You are the lotus flower of the day and You are the water-lily of the night. You Yourself behold them, and blossom forth in bliss.",Prays Nanak please hear prayer pool soul swan lotus flower day water lily night behold blossom forth bliss,Prays Nanak please hear prayer pool soul swan lotus flower day water lily night behold blossom forth bliss,pray nanak pleas hear prayer pool soul swan lotus flower day water lili night behold blossom forth bliss
Granth Sahib,"All praise themselves, and call themselves the greatest of the great. Without the Guru, one's self cannot be known. By merely speaking and listening, what is accomplished?",praise call greatest great Without Guru one self known merely speaking listening accomplished,praise call great great Without Guru one self know merely speak listen accomplish,prais call great great without guru one self know mere speak listen accomplish
Granth Sahib,"Through the Guru's Teachings, I praise You; otherwise, I cannot describe Your Value.",Guru Teachings praise otherwise describe Value,Guru Teachings praise otherwise describe Value,guru teach prais otherwis describ valu
Granth Sahib,"One who is influenced by praise and blame is not God's servant. One who sees the essence of reality with impartial vision, O Saints, is very rare - one among millions.",One influenced praise blame God servant One sees essence reality impartial vision Saints rare one among millions,One influence praise blame God servant One see essence reality impartial vision Saints rare one among million,one influenc prais blame god servant one see essenc realiti imparti vision saint rare one among million
Granth Sahib,"Serve the True One, and praise the True One.",Serve True One praise True One,Serve True One praise True One,serv true one prais true one
Granth Sahib,"praise the True Name, and through the True Name, you will find satisfaction.",praise True Name True Name find satisfaction,praise True Name True Name find satisfaction,prais true name true name find satisfact
Granth Sahib,"Praise the True Guru, who imparts this understanding.",Praise True Guru imparts understanding,Praise True Guru impart understand,prais true guru impart understand
Granth Sahib,praise the True Lord; there is none other as great as He is.,praise True Lord none great,praise True Lord none great,prais true lord none great
Granth Sahib,"The merchants and the traders have come; their profits are pre-ordained. Those who practice Truth reap the profits, abiding in the Will of God. With the Merchandise of Truth, they meet the Guru, who does not have a trace of greed.",merchants traders come profits pre ordained practice Truth reap profits abiding God Merchandise Truth meet Guru trace greed,merchant trader come profit pre ordain practice Truth reap profit abide God Merchandise Truth meet Guru trace greed,merchant trader come profit pre ordain practic truth reap profit abid god merchandis truth meet guru trace greed
Granth Sahib,"Those who are pleasing to You meditate on You. They practice the Mantra of the Holy.They themselves swim across, and they save all their ancestors and families as well.",pleasing meditate practice Mantra Holy swim across save ancestors families well,please meditate practice Mantra Holy swim across save ancestor family well,pleas medit practic mantra holi swim across save ancestor famili well
Granth Sahib,"Salvation comes only from the practice of Truth. By adding spices to forbidden foods, they are not made acceptable.",Salvation comes practice Truth adding spices forbidden foods made acceptable,Salvation come practice Truth add spice forbid food make acceptable,salvat come practic truth add spice forbid food make accept
Granth Sahib,Kings and emperors are under His Power. The whole world is under His Power.,Kings emperors Power whole world Power,Kings emperor Power whole world Power,king emperor power whole world power
Granth Sahib,"The value of the Creative Power of the Universe cannot be known. Even if its value were known, it could not be described.",value Creative Power Universe known Even value known could described,value Creative Power Universe know Even value know could describe,valu creativ power univers know even valu know could describ
Granth Sahib,"He created the Creative Power of the Universe, within which He dwells.",created Creative Power Universe within dwells,create Creative Power Universe within dwell,creat creativ power univers within dwell
Granth Sahib,"By His Creative Power, He created the world. Whatever pleases Him, O Nanak - that Command is acceptable.",Creative Power created world Whatever pleases Nanak Command acceptable,Creative Power create world Whatever please Nanak Command acceptable,creativ power creat world whatev pleas nanak command accept
Granth Sahib,"The extent of Your Command cannot be seen; no one knows how to write it. Even if a hundred poets met together, they could not describe even a tiny bit of it. No one has found Your Value; they all merely write what they have heard again and again.",extent Command seen one knows write Even hundred poets met together could describe even tiny bit one found Value merely write heard,extent Command see one know write Even hundred poet meet together could describe even tiny bite one find Value merely write hear,extent command see one know write even hundr poet meet togeth could describ even tini bite one find valu mere write hear
Granth Sahib,"As is Your Pleasure, so is Your Will.",Pleasure,Pleasure,pleasur
Granth Sahib,"People eat what they believe to be sweet, but it turns out to be bitter in taste. They attach their affections to brothers and friends, uselessly engrossed in corruption. They vanish without a moment's delay; without God's Name, they are stunned and amazed.",People eat believe sweet turns bitter taste attach affections brothers friends uselessly engrossed corruption vanish without moment delay without God Name stunned amazed,People eat believe sweet turn bitter taste attach affection brother friend uselessly engross corruption vanish without moment delay without God Name stun amaze,peopl eat believ sweet turn bitter tast attach affect brother friend useless engross corrupt vanish without moment delay without god name stun amaz
Granth Sahib,"Worship the Divine, Supreme Soul, with the intuitive peace and poise of the Guru.",Worship Divine Supreme Soul intuitive peace poise Guru,Worship Divine Supreme Soul intuitive peace poise Guru,worship divin suprem soul intuit peac pois guru
Granth Sahib,"Serving the True Guru, peace is obtained.",Serving True Guru peace obtained,Serving True Guru peace obtain,serv true guru peac obtain
Granth Sahib,"The Guru cuts away all his bonds; O Servant Nanak, he is absorbed in the poise of intuitive peace.",Guru cuts away bonds Servant Nanak absorbed poise intuitive peace,Guru cut away bond Servant Nanak absorb poise intuitive peace,guru cut away bond servant nanak absorb pois intuit peac
Granth Sahib,"My thirst is not quenched, and I can find no peace, without the Blessed Vision of the Beloved Saint.",thirst quenched find peace without Blessed Vision Beloved Saint,thirst quench find peace without Blessed Vision Beloved Saint,thirst quench find peac without bless vision belov saint
Granth Sahib,"Abandon the tastes of the world, and find intuitive peace.",Abandon tastes world find intuitive peace,Abandon taste world find intuitive peace,abandon tast world find intuit peac
Granth Sahib,"The Infinite One is pervading among all. So sleep in peace, and don't worry. He knows everything which happens.",Infinite One pervading among sleep peace worry knows everything happens,Infinite One pervade among sleep peace worry know everything happen,infinit one pervad among sleep peac worri know everyth happen
Granth Sahib,"One who is worthy, becomes a partner with the Guru, and finds a lasting peace forever.",One worthy becomes partner Guru finds lasting peace forever,One worthy become partner Guru find last peace forever,one worthi becom partner guru find last peac forev
Granth Sahib,I have easily obtained my Darling Beloved; I am intuitively absorbed in celestial peace.,easily obtained Darling Beloved intuitively absorbed celestial peace,easily obtain Darling Beloved intuitively absorb celestial peace,easili obtain darl belov intuit absorb celesti peac
Granth Sahib,"O Giver of Peace. Please, take me into Your Embrace.",Giver Peace Please take Embrace,Giver Peace Please take Embrace,giver peac pleas take embrac
Granth Sahib,"With no virtue within, how can you find peace?",virtue within find peace,virtue within find peace,virtu within find peac
Granth Sahib,"Through the Guru's Teachings, it is revealed. Meeting with the True One, peace is found.",Guru Teachings revealed Meeting True One peace found,Guru Teachings reveal Meeting True One peace find,guru teach reveal meet true one peac find
Granth Sahib,"Meditate on the Name, worship the Name, and through the Name, you shall be absorbed in intuitive peace and poise.",Meditate Name worship Name Name shall absorbed intuitive peace poise,Meditate Name worship Name Name shall absorb intuitive peace poise,medit name worship name name shall absorb intuit peac pois
Granth Sahib,"Through selfless service, eternal peace is obtained.",selfless service eternal peace obtained,selfless service eternal peace obtain,selfless servic etern peac obtain
Granth Sahib,"Give up your selfishness, and you shall find peace; like water mingling with water, you shall merge in absorption.",Give selfishness shall find peace like water mingling water shall merge absorption,Give selfishness shall find peace like water mingle water shall merge absorption,give selfish shall find peac like water mingl water shall merg absorpt
Granth Sahib,Very auspicious is the coming of those who meet their Beloved and find peace.,auspicious coming meet Beloved find peace,auspicious come meet Beloved find peace,auspici come meet belov find peac
Granth Sahib,Those who serve the Giver of peace find peace. They enshrine the Guru's Teachings within their minds.,serve Giver peace find peace enshrine Guru Teachings within minds,serve Giver peace find peace enshrine Guru Teachings within mind,serv giver peac find peac enshrin guru teach within mind
Granth Sahib,The Giver of peace is eternally blissful.,Giver peace eternally blissful,Giver peace eternally blissful,giver peac etern bliss
Granth Sahib,"He is the Giver of Peace, the Destroyer of pain. He gives and forgives all beings. He Himself nurtures and cherishes His Creation. I fall at His Feet and surrender to Him.",Giver Peace Destroyer pain gives forgives beings nurtures cherishes Creation fall Feet surrender,Giver Peace Destroyer pain give forgive be nurture cherish Creation fall Feet surrender,giver peac destroy pain give forgiv be nurtur cherish creation fall feet surrend
Granth Sahib,"You are Merciful, the Destroyer of all pain. Please give me Your Ear and listen to my prayer.",Merciful Destroyer pain Please give Ear listen prayer,Merciful Destroyer pain Please give Ear listen prayer,merci destroy pain pleas give ear listen prayer
Granth Sahib,"Those traders who trade in other merchandise, are caught up in the endless waves of the pain of Maya.",traders trade merchandise caught endless waves pain Maya,trader trade merchandise catch endless wave pain Maya,trader trade merchandis catch endless wave pain maya
Granth Sahib,"When the Husband goes away, the bride suffers in the pain of separation, like the fish in shallow water, crying for mercy.",Husband goes away bride suffers pain separation like fish shallow water crying mercy,Husband go away bride suffer pain separation like fish shallow water cry mercy,husband go away bride suffer pain separ like fish shallow water cri merci
Granth Sahib,"I do not know of the fisherman, and I do not know of the net. But when the pain comes, then I call upon You.",know fisherman know net pain comes call upon,know fisherman know net pain come call upon,know fisherman know net pain come call upon
Granth Sahib,"The color of the world is false and weak; when it washes away, people cry out in pain.",color world false weak washes away people cry pain,color world false weak wash away people cry pain,color world fals weak wash away peopl cri pain
Granth Sahib,"Without true wealth, everyone goes empty-handed; going empty-handed, they suffer in pain.",Without true wealth everyone goes empty handed going empty handed suffer pain,Without true wealth everyone go empty hand go empty hand suffer pain,without true wealth everyon go empti hand go empti hand suffer pain
Granth Sahib,"With the True Name, pain shall never afflict you.",True Name pain shall never afflict,True Name pain shall never afflict,true name pain shall never afflict
Granth Sahib,Those who do not understand the nature of sin and virtue are attached to duality; they wander around deluded.,understand nature sin virtue attached duality wander around deluded,understand nature sin virtue attach duality wander around delude,understand natur sin virtu attach dualiti wander around delud
Granth Sahib,Your All-pervading creative nature cannot be estimated.,pervading creative nature estimated,pervade creative nature estimate,pervad creativ natur estim
Granth Sahib,"When it pleases You, we play music and sing; when it pleases You, we bathe in water.",pleases play music sing pleases bathe water,please play music sing please bathe water,pleas play music sing pleas bath water
Granth Sahib,"The True Guru has protected and saved me. O Guru, You are my father. O Guru, You are my mother. O Guru, You are my relative, companion and friend.",True Guru protected saved Guru father Guru mother Guru relative companion friend,True Guru protect save Guru father Guru mother Guru relative companion friend,true guru protect save guru father guru mother guru relat companion friend
Granth Sahib,"From hand to hand, you are passed around, and your mother says,  This is my son.  O, my thoughtless and foolish mind, think, In the end, nothing shall be yours.",hand hand passed around mother says son thoughtless foolish mind think end nothing shall,hand hand pas around mother say son thoughtless foolish mind think end nothing shall,hand hand pas around mother say son thoughtless foolish mind think end noth shall
Granth Sahib,"Wondrous is the Form of the Immaculate One. Through the Guru, I have met Him, O my mother! O Siblings of Destiny, make God your Friend.",Wondrous Form Immaculate One Guru met mother Siblings Destiny make God Friend,Wondrous Form Immaculate One Guru meet mother Siblings Destiny make God Friend,wondrous form immacul one guru meet mother sibl destini make god friend
Granth Sahib,"The One is my Brother, the One is my Friend. The One is my Mother and Father. The One is the Support of the mind; He has given us body and soul. May I never forget God from my mind; He holds all in the Power of His Hands.",One Brother One Friend One Mother Father One Support mind given us body soul May never forget God mind holds Power Hands,One Brother One Friend One Mother Father One Support mind give u body soul May never forget God mind hold Power Hands,one brother one friend one mother father one support mind give u bodi soul may never forget god mind hold power hand
Granth Sahib,"As they came, so shall they go, regretting the mistakes they made.",came shall go regretting mistakes made,come shall go regret mistake make,come shall go regret mistak make
Granth Sahib,"Wandering around and making mistakes, I climb the plateau; having climbed the plateau, I go up the mountain. But now I have lost my way, and I am wandering around in the forest; without the Guru, I do not understand.",Wandering around making mistakes climb plateau climbed plateau go mountain lost way wandering around forest without Guru understand,Wandering around make mistake climb plateau climb plateau go mountain lose way wander around forest without Guru understand,wander around make mistak climb plateau climb plateau go mountain lose way wander around forest without guru understand
Granth Sahib,"Serve the Guru, the Giver of Peace; He shall wash off the residues of all your mistakes.",Serve Guru Giver Peace shall wash residues mistakes,Serve Guru Giver Peace shall wash residue mistake,serv guru giver peac shall wash residu mistak
Granth Sahib,"Born because of the karma of their past mistakes, they make more mistakes, and fall into mistakes.",Born karma past mistakes make mistakes fall mistakes,Born karma past mistake make mistake fall mistake,born karma past mistak make mistak fall mistak
Granth Sahib,"Please forgive my past mistakes, O my Dear Lord; now, please place me on the Path.",Please forgive past mistakes Dear Lord please place Path,Please forgive past mistake Dear Lord please place Path,pleas forgiv past mistak dear lord pleas place path
Granth Sahib,"This mind is deluded, and goes around the wheel of reincarnation.",mind deluded goes around wheel reincarnation,mind delude go around wheel reincarnation,mind delud go around wheel reincarn
Granth Sahib,"My mind remains immersed in the One Lord; my mind surrenders to Him, and in my mind I meet Him.",mind remains immersed One Lord mind surrenders mind meet,mind remain immerse One Lord mind surrender mind meet,mind remain immers one lord mind surrend mind meet
Granth Sahib,"All call themselves Your devotees, but they alone are Your devotees, who are pleasing to Your mind.",call devotees alone devotees pleasing mind,call devote alone devote please mind,call devot alon devot pleas mind
Granth Sahib,The mind is bound by the three dispositions - the three modes of Maya.,mind bound three dispositions three modes Maya,mind bind three disposition three mode Maya,mind bind three disposit three mode maya
Granth Sahib,"The Guru's Instruction is the Word, by which the wandering mind is restrained.",Guru Instruction Word wandering mind restrained,Guru Instruction Word wander mind restrain,guru instruct word wander mind restrain
Granth Sahib,"What is that Word, by which the wandering mind can be restrained? What are those teachings, by which we may endure pain and pleasure alike?",Word wandering mind restrained teachings may endure pain pleasure alike,Word wander mind restrain teach may endure pain pleasure alike,word wander mind restrain teach may endur pain pleasur alik
Granth Sahib,"This unstable mind cannot be held steady. Attached to duality, it wanders in the ten directions. It is a poisonous worm, drenched with poison, and in poison it rots away.",unstable mind held steady Attached duality wanders ten directions poisonous worm drenched poison poison rots away,unstable mind hold steady Attached duality wander ten direction poisonous worm drench poison poison rot away,unstabl mind hold steadi attach dualiti wander ten direct poison worm drench poison poison rot away
Granth Sahib,"O mind, this is the time to plant the seed of the Name.",mind time plant seed Name,mind time plant seed Name,mind time plant seed name
Granth Sahib,With him i lack nothing; the thirsty desires of my mind are satisfied.,lack nothing thirsty desires mind satisfied,lack nothing thirsty desire mind satisfy,lack noth thirsti desir mind satisfi
Granth Sahib,"The jewel within the mind subdues the mind; attached to the Truth, it is not broken.",jewel within mind subdues mind attached Truth broken,jewel within mind subdue mind attach Truth break,jewel within mind subdu mind attach truth break
Granth Sahib,"The boat of mind crosses over the water, carrying the true merchandise.",boat mind crosses water carrying true merchandise,boat mind cross water carry true merchandise,boat mind cross water carri true merchandis
Granth Sahib,"Maya is not conquered, and the mind is not subdued",Maya conquered mind subdued,Maya conquer mind subdue,maya conquer mind subdu
Granth Sahib,"Listen, you foolish and ignorant mind - only His Will prevails.",Listen foolish ignorant mind prevails,Listen foolish ignorant mind prevail,listen foolish ignor mind prevail
Granth Sahib,"O beloved mind, let the Society of the Saints be your dwelling.",beloved mind let Society Saints dwelling,beloved mind let Society Saints dwell,belov mind let societi saint dwell
Granth Sahib,Your Mercy is my social status.,Mercy social status,Mercy social status,merci social status
Granth Sahib,"With my palms pressed together, I offer this prayer, please bless me with Your Mercy, and save this sinking stone.",palms pressed together offer prayer please bless Mercy save sinking stone,palm press together offer prayer please bless Mercy save sink stone,palm press togeth offer prayer pleas bless merci save sink stone
Granth Sahib,"If it pleases You, then I speak the Truth. If it pleases You, then the True Guru showers His Mercy upon me.",pleases speak Truth pleases True Guru showers Mercy upon,please speak Truth please True Guru shower Mercy upon,pleas speak truth pleas true guru shower merci upon
Granth Sahib,My intellect is worthless; I am filthy and polluted. Please shower me with Your Mercy sometime.,intellect worthless filthy polluted Please shower Mercy sometime,intellect worthless filthy pollute Please shower Mercy sometime,intellect worthless filthi pollut pleas shower merci sometim
Granth Sahib,"The Yogi rises up and goes out, over and over again. By His Mercy, I have met the Holy Saint.",Yogi rises goes Mercy met Holy Saint,Yogi rise go Mercy meet Holy Saint,yogi rise go merci meet holi saint
Granth Sahib,"Showering His Mercy, He has blended me into Himself.",Showering Mercy blended,Showering Mercy blend,shower merci blend
Granth Sahib,"You Yourself are Beautiful, and You Yourself entice the world. You Yourself, by Your Kind Mercy, weave the thread of the world.",Beautiful entice world Kind Mercy weave thread world,Beautiful entice world Kind Mercy weave thread world,beauti entic world kind merci weav thread world
Granth Sahib,"If only He would show His Mercy, and unite me with Himself!",would show Mercy unite,would show Mercy unite,would show merci unit
Granth Sahib,"The invaluable value cannot be obtained; in His Mercy, the Guru bestows it",invaluable value obtained Mercy Guru bestows,invaluable value obtain Mercy Guru bestow,invalu valu obtain merci guru bestow
Granth Sahib,"Union with the Holy is my wedding date, and separation from the world is my marriage. Says Nanak, Truth is the child born of this Union.",Union Holy wedding date separation world marriage Says Nanak Truth child born Union,Union Holy wed date separation world marriage Says Nanak Truth child bear Union,union holi wed date separ world marriag say nanak truth child bear union
Granth Sahib,Truth is higher than everything; but higher still is truthful living.,Truth higher everything higher still truthful living,Truth high everything high still truthful live,truth high everyth high still truth live
Granth Sahib,"This speaking and listening is like the song of the wind, for those whose minds are colored by the love of Maya.",speaking listening like song wind whose minds colored love Maya,speak listen like song wind whose mind color love Maya,speak listen like song wind whose mind color love maya
Granth Sahib,"Blessed is that land where You dwell, O my Friend and Intimate Divine Guru.",Blessed land dwell Friend Intimate Divine Guru,Blessed land dwell Friend Intimate Divine Guru,bless land dwell friend intim divin guru
Granth Sahib,"There are so many places - I have wandered through them all. The masters of wealth and the great land-lords have fallen, crying out,  This is mine! This is mine!  They issue their commands fearlessly, and act in pride. They subdue all under their command, but without the Name, they are reduced to dust.",many places wandered masters wealth great land lords fallen crying mine mine issue commands fearlessly act pride subdue command without Name reduced dust,many place wander master wealth great land lord fall cry mine mine issue command fearlessly act pride subdue command without Name reduce dust,mani place wander master wealth great land lord fall cri mine mine issu command fearless act pride subdu command without name reduc dust
Granth Sahib,"He could raise dry land from the rivers, and turn the deserts into bottomless oceans. He could appoint a worm as king, and reduce an army to ashes.",could raise dry land rivers turn deserts bottomless oceans could appoint worm king reduce army ashes,could raise dry land river turn desert bottomless ocean could appoint worm king reduce army ash,could rais dri land river turn desert bottomless ocean could appoint worm king reduc armi ash
Granth Sahib,How can I describe the Glories of the Saints? Their knowledge is unfathomable; their limits cannot be known.,describe Glories Saints knowledge unfathomable limits known,describe Glories Saints knowledge unfathomable limit know,describ glori saint knowledg unfathom limit know
Granth Sahib,"Again and again, we hear and tell stories; we read and write and understand loads of knowledge, but still, desires increase day and night, and the disease of egotism fills us with corruption.",hear tell stories read write understand loads knowledge still desires increase day night disease egotism fills us corruption,hear tell story read write understand load knowledge still desire increase day night disease egotism fill u corruption,hear tell stori read write understand load knowledg still desir increas day night diseas egot fill u corrupt
Granth Sahib,"The Creator has showered His Kindness; He cherishes and nurtures all beings and creatures. He is Merciful, Kind and Compassionate. All are satisfied and fulfilled through Him.",Creator showered Kindness cherishes nurtures beings creatures Merciful Kind Compassionate satisfied fulfilled,Creator shower Kindness cherish nurture be creature Merciful Kind Compassionate satisfy fulfil,creator shower kind cherish nurtur be creatur merci kind compassion satisfi fulfil
Granth Sahib,"In their kindness, the Saints have told me of the True One, and so I have obtained all comforts and joy.",kindness Saints told True One obtained comforts joy,kindness Saints tell True One obtain comfort joy,kind saint tell true one obtain comfort joy
Granth Sahib,"By His Kindness, we are united in His Union.",Kindness united Union,Kindness unite Union,kind unit union
Granth Sahib,"True is the Master, and True is His Justice; only the sinners are defeated.",True Master True Justice sinners defeated,True Master True Justice sinner defeat,true master true justic sinner defeat
Granth Sahib,"The judgement is in the Hands of the True Guru, who puts an end to the argument. Whatever the Creator does, comes to pass. It cannot be changed by anyone's efforts. Telling lies, they eat dead bodies.",judgement Hands True Guru puts end argument Whatever Creator comes pass changed anyone efforts Telling lies eat dead bodies,judgement Hands True Guru put end argument Whatever Creator come pas change anyone effort Telling lie eat dead body,judgement hand true guru put end argument whatev creator come pas chang anyon effort tell lie eat dead bodi
Granth Sahib,"O my companions, sing the Songs of Joy. My desires have been fulfilled, and I shall never again be trapped or shaken by Maya.",companions sing Songs Joy desires fulfilled shall never trapped shaken Maya,companion sing Songs Joy desire fulfil shall never trap shake Maya,companion sing song joy desir fulfil shall never trap shake maya
Granth Sahib,"For the sake of it, you journey to sacred shrines and holy rivers; but this priceless jewel is within your own heart.",sake journey sacred shrines holy rivers priceless jewel within heart,sake journey sacred shrine holy river priceless jewel within heart,sake journey sacr shrine holi river priceless jewel within heart
Granth Sahib,"The veil of illusion has been cut away, and I shall not go out wandering any more.",veil illusion cut away shall go wandering,veil illusion cut away shall go wander,veil illus cut away shall go wander
Granth Sahib,"He Himself is Maya, and He Himself is the Illusion. He Himself has generated emotional attachment throughout the entire universe.",Maya Illusion generated emotional attachment throughout entire universe,Maya Illusion generate emotional attachment throughout entire universe,maya illus generat emot attach throughout entir univers
Granth Sahib,"When the time comes to settle their accounts, their red robes are corrupt. His Love is not obtained through hypocrisy. Her false coverings bring only ruin.",time comes settle accounts red robes corrupt Love obtained hypocrisy false coverings bring ruin,time come settle account red rob corrupt Love obtain hypocrisy false cover bring ruin,time come settl account red rob corrupt love obtain hypocrisi fals cover bring ruin
Granth Sahib,"The more one feels hunger for other tastes and pleasures, the more this hunger persists.",one feels hunger tastes pleasures hunger persists,one feel hunger taste pleasure hunger persist,one feel hunger tast pleasur hunger persist
Granth Sahib,"Praising You, I am never satisfied; such is the hunger I feel for the True Name.",Praising never satisfied hunger feel True Name,Praising never satisfy hunger feel True Name,prais never satisfi hunger feel true name
Granth Sahib,"All my affairs are arranged, and the hunger of my mind is appeased.",affairs arranged hunger mind appeased,affair arrange hunger mind appease,affair arrang hunger mind appeas
Granth Sahib,"The hunger of the hungry is not appeased; by mere words, hunger is not relieved.",hunger hungry appeased mere words hunger relieved,hunger hungry appease mere word hunger relieve,hunger hungri appeas mere word hunger reliev
Granth Sahib,The soul-bride is joyously embellished with intuitive ease; her hunger and thirst are taken away.,soul bride joyously embellished intuitive ease hunger thirst taken away,soul bride joyously embellish intuitive ease hunger thirst take away,soul bride joyous embellish intuit eas hunger thirst take away
Granth Sahib,"Modesty, humility and intuitive understanding are my mother-in-law and father-in-law; I have made good deeds my spouse.",Modesty humility intuitive understanding mother law father law made good deeds spouse,Modesty humility intuitive understand mother law father law make good deed spouse,modesti humil intuit understand mother law father law make good deed spous
Granth Sahib,"Beautiful gates, houses and palaces, solidly built forts, elephants, saddled horses, hundreds of thousands of uncounted armies - none of these will go along with anyone in the end, and yet, the fools bother themselves to exhaustion with these, and then die.",Beautiful gates houses palaces solidly built forts elephants saddled horses hundreds thousands uncounted armies none go along anyone end yet fools bother exhaustion die,Beautiful gate house palace solidly build fort elephant saddle horse hundred thousand uncounted army none go along anyone end yet fool bother exhaustion die,beauti gate hous palac solid build fort eleph saddl hors hundr thousand uncount armi none go along anyon end yet fool bother exhaust die
Granth Sahib,"Some have mounted their horses in response, and others are saddling up. Some have tied up their bridles, and others have already ridden off.",mounted horses response others saddling tied bridles others already ridden,mount horse response others saddle tie bridle others already ride,mount hors respons other saddl tie bridl other alreadi ride
Granth Sahib,"You may call yourself good; O Nanak, this will only be known when your honor is approved in God's Account.",may call good Nanak known honor approved God Account,may call good Nanak know honor approve God Account,may call good nanak know honor approv god account
Granth Sahib,The false ones have no social status or honor.,false ones social status honor,false one social status honor,fals one social status honor
Granth Sahib,"People die over and over again; they are re-born, and lose their honor. They waste away their lives in vain.",People die born lose honor waste away lives vain,People die bear lose honor waste away live vain,peopl die bear lose honor wast away live vain
Granth Sahib,"Sustainer of the world. Shower Your Mercy upon Nanak, that he may sing Your Glorious Praises; please, preserve my honor.",Sustainer world Shower Mercy upon Nanak may sing Glorious Praises please preserve honor,Sustainer world Shower Mercy upon Nanak may sing Glorious Praises please preserve honor,sustain world shower merci upon nanak may sing glorious prais pleas preserv honor
Granth Sahib,"O Giver of peace of the soul, of life, of honor - as You ordain, I obtain peace.",Giver peace soul life honor ordain obtain peace,Giver peace soul life honor ordain obtain peace,giver peac soul life honor ordain obtain peac
Granth Sahib,"O Nanak, without the Guru, there is no honor; without honor, no one is carried across.",Nanak without Guru honor without honor one carried across,Nanak without Guru honor without honor one carry across,nanak without guru honor without honor one carri across
Granth Sahib,True Guru protects and preserves God's honor,True Guru protects preserves God honor,True Guru protect preserve God honor,true guru protect preserv god honor
Granth Sahib,"You are the wealth of the poor, the Guru of the guru-less, the honor of the dishonored. I am blind; I have grasped hold of the jewel, the Guru.",wealth poor Guru guru less honor dishonored blind grasped hold jewel Guru,wealth poor Guru guru le honor dishonor blind grasp hold jewel Guru,wealth poor guru guru le honor dishonor blind grasp hold jewel guru
Granth Sahib,"By mere talk, people do not earn passage to Heaven.",mere talk people earn passage Heaven,mere talk people earn passage Heaven,mere talk peopl earn passag heaven
Granth Sahib,The calf loves to suck its mother's milk; its heart blossoms forth upon seeing its mother.,calf loves suck mother milk heart blossoms forth upon seeing mother,calf love suck mother milk heart blossom forth upon see mother,calf love suck mother milk heart blossom forth upon see mother
Granth Sahib,"One whose heart blossoms forth, is not in love with duality.",One whose heart blossoms forth love duality,One whose heart blossom forth love duality,one whose heart blossom forth love dualiti
Granth Sahib,Nanak seeks the Sanctuary of the One who is the Support of every heart.,Nanak seeks Sanctuary One Support every heart,Nanak seek Sanctuary One Support every heart,nanak seek sanctuari one support everi heart
Granth Sahib,"One whose heart is filled with His Infinite Light meets with Him, and shall never again be separated from Him. True is his position; he abides in Truth, with love and affection for the True One.",One whose heart filled Infinite Light meets shall never separated True position abides Truth love affection True One,One whose heart fill Infinite Light meet shall never separate True position abide Truth love affection True One,one whose heart fill infinit light meet shall never separ true posit abid truth love affect true one
Granth Sahib,"In each and every heart, the Unseen is seen.",every heart Unseen seen,every heart Unseen see,everi heart unseen see
Granth Sahib,No one has found the worth of the ruby of the heart; its value cannot be estimated.,one found worth ruby heart value estimated,one find worth ruby heart value estimate,one find worth rubi heart valu estim
Granth Sahib,"The heart-lotus blossoms forth, and eternal peace is obtained, as one's light merges into the Light.",heart lotus blossoms forth eternal peace obtained one light merges Light,heart lotus blossom forth eternal peace obtain one light merge Light,heart lotus blossom forth etern peac obtain one light merg light
Granth Sahib,I have come to recognize the Divine Light within my own heart.,come recognize Divine Light within heart,come recognize Divine Light within heart,come recogn divin light within heart
Granth Sahib,"Unto each and every home, into each and every heart, this summons is sent out; the call comes each and every day.",every home every heart summons sent call comes every day,every home every heart summon send call come every day,everi home everi heart summon send call come everi day
